genotype,plot,row,col,block,rep,inoc,pheno,checkId,mean_NDVI,mean_OSAVI,median_NDVI,median_OSAVI
NA,2,1,2,1,1,I,Sev01,Salmon,0.698923780580069,0.81074877940496,0.716369122454111,0.830985396076117
JG24,3,1,3,1,1,I,Sev01,noCheck,0.653897158710546,0.758518086795077,0.700792536641254,0.812916705601074
JG18,4,1,4,1,1,I,Sev01,noCheck,0.555490539337571,0.644366829226832,0.563760459273315,0.653960044016648
JG16,10,2,5,1,1,I,Sev01,noCheck,0.68864416909233,0.798824466664331,0.698956729355179,0.810787561618542
JT34,11,2,4,1,1,I,Sev01,noCheck,0.609103063233369,0.706557146841809,0.634169672272193,0.735634045346186
JS1,13,2,2,1,1,I,Sev01,noCheck,0.630225383843944,0.731058933995496,0.651172130974274,0.755357117189026
NA,15,3,1,1,1,I,Sev01,HimboTop,0.652748764301378,0.757186094933701,0.663810203391029,0.770017480737596
JT14,16,3,2,1,1,I,Sev01,noCheck,0.573337764535081,0.665069698008985,0.582621031698517,0.675838494647476
JS9,17,3,3,1,1,I,Sev01,noCheck,0.643558382284847,0.746525173422564,0.654986934213287,0.759782524935549
JT20,22,4,7,1,1,I,Sev01,noCheck,0.570279537016752,0.661522450078874,0.590292459478506,0.684737644496959
JG42,23,4,6,1,1,I,Sev01,noCheck,0.561487617175192,0.651323704602049,0.567671651634428,0.65849721122718
JS29,24,4,5,1,1,I,Sev01,noCheck,0.465383298146995,0.539843194185102,0.473202232158143,0.548913155139056
NA,25,4,4,1,1,I,Sev01,Heritage,0.587932865002852,0.682000112614244,0.599544234371681,0.695469162915624
JT18,26,4,3,1,1,I,Sev01,noCheck,0.657668460606999,0.762892976579907,0.671115213147196,0.778491166551885
JS7,27,4,2,1,1,I,Sev01,noCheck,0.621612412742097,0.72106810880591,0.64622697677234,0.749620739214974
JS2,29,5,1,1,1,I,Sev01,noCheck,0.661014046433683,0.766773902351465,0.673765455379575,0.781565164527553
JG7,30,5,2,1,1,I,Sev01,noCheck,0.553039111171279,0.641523269695427,0.57184132045788,0.663334203676963
JG11,32,5,4,1,1,I,Sev01,noCheck,0.578778069572052,0.671380689661056,0.592271192236994,0.687032233463913
JT21,33,5,5,1,1,I,Sev01,noCheck,0.603972120329143,0.700605449738444,0.607277646241436,0.704439618576443
JG6,34,5,6,1,1,I,Sev01,noCheck,0.569299296283301,0.660385380477793,0.589398338932337,0.683700082213105
NA,35,5,7,1,1,I,Sev01,GoldenBliss,0.581323951172311,0.674333968397615,0.591012639623751,0.685572646758828
JT1,36,6,7,1,1,I,Sev01,noCheck,0.615336633791014,0.713788452806409,0.617715212605724,0.716547986217156
JT21,38,6,5,1,1,I,Sev01,noCheck,0.548143759246144,0.635845003007302,0.561217856469627,0.651010807188689
JT16,39,6,4,1,1,I,Sev01,noCheck,0.621092884607243,0.720465579912688,0.642991582758312,0.745868106083931
JS25,40,6,3,1,1,I,Sev01,noCheck,0.029286776683901,0.033972564706949,0.029286776683901,0.033972564706949
JS22,41,6,2,1,1,I,Sev01,noCheck,0.570038854599981,0.661242979256177,0.579919861419748,0.672705155940842
NA,42,6,1,1,1,I,Sev01,GoldenBliss,0.571954454450714,0.663464997397798,0.581453880488428,0.674484379387288
JS19,43,7,1,1,1,I,Sev01,noCheck,0.628948269789619,0.729577565284588,0.649044153145494,0.752888664203063
JG20,44,7,2,1,1,I,Sev01,noCheck,0.599839003955654,0.695811136911023,0.617004287524519,0.715722985719632
NA,45,7,3,1,1,I,Sev01,Jewel,0.709636368693277,0.823175742031744,0.71715323335296,0.831895080057399
JG39,46,7,4,1,1,I,Sev01,noCheck,0.584768298653677,0.678329319452729,0.595718685273743,0.69103180794199
JT28,47,7,5,1,1,I,Sev01,noCheck,0.556337545591408,0.64534972102169,0.565971010575605,0.656524257415257
JG32,48,7,6,1,1,I,Sev01,noCheck,0.580069379881373,0.67287862948926,0.592176634214186,0.686922984915202
JG9,49,7,7,1,1,I,Sev01,noCheck,0.528832581124998,0.613444135544817,0.560462545339293,0.65013468643296
JS12,50,8,7,2,1,I,Sev01,noCheck,0.616860102268085,0.715555760381325,0.627704847517553,0.728135625484435
JG12,51,8,6,2,1,I,Sev01,noCheck,0.598216595898082,0.693929386622717,0.608223568046095,0.70553759909962
JS15,52,8,5,2,1,I,Sev01,noCheck,0.640906474609554,0.74344938345557,0.654532018433281,0.759254694953051
JG4,53,8,4,1,1,I,Sev01,noCheck,0.529302834052042,0.613989577146006,0.542869386880529,0.629726946703121
JG34,54,8,3,1,1,I,Sev01,noCheck,0.581799085821841,0.674884989122942,0.588588289032108,0.682760431190292
JT19,55,8,2,1,1,I,Sev01,noCheck,0.605476639501996,0.702350703638651,0.617914961094516,0.716779240242681
JG39,56,8,1,1,1,I,Sev01,noCheck,0.622378038675483,0.721956286222248,0.637192758967644,0.739141095675329
NA,58,9,2,2,1,I,Sev01,HimboTop,0.644286021464463,0.747369576301706,0.654989533169402,0.759785688228453
JS32,59,9,3,2,1,I,Sev01,noCheck,0.630662652303103,0.73156656585885,0.645114164686386,0.748330558048201
JT30,60,9,4,2,1,I,Sev01,noCheck,0.56990881127521,0.66109229945343,0.59069258708776,0.685201328688971
JT18,62,9,6,2,1,I,Sev01,noCheck,0.577676452038468,0.670102798870512,0.587258388742848,0.681218045540633
NA,63,9,7,2,1,I,Sev01,Heritage,0.628323348662306,0.728853040682338,0.652177099286944,0.756523764099012
JG41,64,10,7,2,1,I,Sev01,noCheck,0.565585652178363,0.65607762183165,0.575369312099603,0.667426643364521
JT37,65,10,6,2,1,I,Sev01,noCheck,0.558135723169985,0.647435686303574,0.572400071124751,0.663981981780898
NA,67,10,4,2,1,I,Sev01,Salmon,0.519294343384886,0.602379694715894,0.534357144374349,0.619852180880033
JG14,68,10,3,2,1,I,Sev01,noCheck,0.503594259519947,0.584167549287813,0.521064121538666,0.604432604997127
JT24,70,10,1,2,1,I,Sev01,noCheck,0.607630732952918,0.704849435854047,0.627974337779898,0.72844832048608
JS36,72,11,2,2,1,I,Sev01,noCheck,0.580757139014784,0.673676292090676,0.600174978127734,0.696200856020827
JS11,73,11,3,2,1,I,Sev01,noCheck,0.57302621734717,0.664708491616176,0.599415918371525,0.695320503781587
JT21,75,11,5,2,1,I,Sev01,noCheck,0.608649930631975,0.706031864187338,0.617584912740755,0.716396571453949
JG43,76,11,6,2,1,I,Sev01,noCheck,0.660890884843609,0.766631214491254,0.672643111666154,0.780263309351971
JT9,79,12,6,2,1,I,Sev01,noCheck,0.542367302786648,0.629144345640841,0.560374517574981,0.650032640396974
JT19,80,12,5,2,1,I,Sev01,noCheck,0.587493134613053,0.681490162766479,0.605827023918728,0.702757808277094
JG13,81,12,4,2,1,I,Sev01,noCheck,0.567770693395562,0.65861202521734,0.591485733981946,0.686120872738636
JG27,84,12,1,2,1,I,Sev01,noCheck,0.626417334849312,0.726641718874465,0.63778354978355,0.73982686801214
JS23,86,13,2,2,1,I,Sev01,noCheck,0.538616707534108,0.624793368404993,0.552231089857507,0.640586408384353
JG3,88,13,4,2,1,I,Sev01,noCheck,0.491723308682099,0.570397544496712,0.507614563342837,0.588831249414204
JG35,89,13,5,2,1,I,Sev01,noCheck,0.603060022772475,0.699547735334555,0.614250184849096,0.712528681796208
NA,90,13,6,2,1,I,Sev01,GoldenBliss,0.568818465268619,0.659827604872737,0.58499953929789,0.678598036412765
JG24,92,14,7,2,1,I,Sev01,noCheck,0.574356420421572,0.666251510211113,0.592221803059593,0.686975345269927
JG27,93,14,6,2,1,I,Sev01,noCheck,0.577841093915306,0.670293898451076,0.59539636868737,0.690658221403549
JG38,94,14,5,2,1,I,Sev01,noCheck,0.596869117675552,0.692366301963322,0.612405126128362,0.710388461480178
JG7,95,14,4,2,1,I,Sev01,noCheck,0.560828716717292,0.650559366761338,0.578068410462777,0.670557814181514
JS4,96,14,3,2,1,I,Sev01,noCheck,0.55594155211961,0.644890252345776,0.575898948109678,0.668041211704387
JS30,97,14,2,2,1,I,Sev01,noCheck,0.520293265784347,0.603538406785535,0.549006141710653,0.636845124988325
JT5,98,14,1,2,1,I,Sev01,noCheck,0.594356891163549,0.689451807830453,0.612396147028043,0.710377103002147
NA,99,15,1,2,1,I,Sev01,HimboTop,0.563602536040374,0.653776831992123,0.575223313717675,0.667256540898728
JT39,100,15,2,2,1,I,Sev01,noCheck,0.543041893245139,0.629926738392811,0.557493743349968,0.646691191676922
JG4,104,15,6,2,1,I,Sev01,noCheck,0.497042414840177,0.576567619159449,0.529518367720486,0.614239561993008
JG1,106,16,7,3,1,I,Sev01,noCheck,0.495400437219368,0.574662974337424,0.514006392178981,0.596245920295995
JS31,110,16,3,3,1,I,Sev01,noCheck,0.488073404082949,0.566163439662654,0.503163420205409,0.583667643170257
JG37,111,16,2,3,1,I,Sev01,noCheck,0.536779615834103,0.622662334107762,0.568130968622101,0.659029046530765
JS3,113,17,1,3,1,I,Sev01,noCheck,0.575727414881098,0.66784156939444,0.596720400222346,0.692193099154719
JS10,115,17,3,3,1,I,Sev01,noCheck,0.609159411171463,0.7066228316385,0.620182028093211,0.719409179615382
NA,118,17,6,3,1,I,Sev01,GoldenBliss,0.60643949426484,0.70346775844986,0.611614416005603,0.709470994178189
JT35,119,17,7,3,1,I,Sev01,noCheck,0.580311645229812,0.673159711259843,0.612066234221014,0.709994937397822
JG36,120,18,7,3,1,I,Sev01,noCheck,0.576778511620965,0.669061197216645,0.599756232360548,0.695715079495659
JT32,121,18,6,3,1,I,Sev01,noCheck,0.516320316681169,0.598929828227754,0.535823469506925,0.621553430004524
JS38,122,18,5,3,1,I,Sev01,noCheck,0.425762981369569,0.493883614653114,0.444399543305636,0.515501760475864
NA,123,18,4,3,1,I,Sev01,Heritage,0.589353135113629,0.683647640553626,0.601029097169758,0.697191617788594
JG19,125,18,2,3,1,I,Sev01,noCheck,0.593371030042122,0.688308308445768,0.608729396644563,0.706124227485378
JS5,129,19,3,3,1,I,Sev01,noCheck,0.565399083623209,0.655860849613737,0.585205891839587,0.678836888257497
JG20,131,19,5,3,1,I,Sev01,noCheck,0.56530241465388,0.655748830069456,0.591132625217753,0.685712153884955
JT11,132,19,6,3,1,I,Sev01,noCheck,0.57181829465495,0.663307357271513,0.598958178300342,0.694789832320685
NA,134,20,7,3,1,I,Sev01,GoldenBliss,0.521965853657363,0.605478608762974,0.532868926099417,0.618126287383466
JG8,137,20,4,3,1,I,Sev01,noCheck,0.56635296199019,0.656967489824184,0.594060389352404,0.689108226438282
JT26,138,20,3,3,1,I,Sev01,noCheck,0.619584501741613,0.718715841976584,0.632263098795272,0.733422961237961
JG17,139,20,2,3,1,I,Sev01,noCheck,0.602200331378818,0.698550281450413,0.622540546227961,0.722145296889364
JG15,142,21,2,3,1,I,Sev01,noCheck,0.646873087689413,0.750370314111106,0.655837906096368,0.760769460624587
JT6,147,21,7,3,1,I,Sev01,noCheck,0.549936124573501,0.637924109967401,0.586751861225428,0.680629824989972
JT12,148,22,7,3,1,I,Sev01,noCheck,0.526954756322409,0.611265733272754,0.55806296281836,0.64735168890446
JT36,149,22,6,3,1,I,Sev01,noCheck,0.564662327783027,0.655006373012251,0.592885044175091,0.687744806465003
JT17,151,22,4,3,1,I,Sev01,noCheck,0.605112811951547,0.701928719951877,0.622210558126958,0.721762410618796
JG25,153,22,2,3,1,I,Sev01,noCheck,0.525734448120669,0.609849857957565,0.562115875086158,0.652052125991819
JG19,156,23,2,3,1,I,Sev01,noCheck,0.512108471594342,0.594043794207488,0.503379916640398,0.583919067159631
NA,157,23,3,3,1,I,Sev01,GoldenBliss,0.648149337373012,0.751850900373872,0.667835121160047,0.774686562753906
JG31,158,23,4,3,1,I,Sev01,noCheck,0.62278963534917,0.722433832125616,0.630561378989052,0.731447791997242
JT22,159,23,5,3,1,I,Sev01,noCheck,0.545324437063453,0.632574396520803,0.567307596979847,0.658075053060574
NA,2,1,2,1,1,I,Sev03,Salmon,0.604492096399096,0.70120808155656,0.697256842804116,0.808814032343146
JG24,3,1,3,1,1,I,Sev03,noCheck,0.573252303144811,0.664970150372157,0.66199364025992,0.767909225342844
JG18,4,1,4,1,1,I,Sev03,noCheck,0.39838574008971,0.462125368430434,0.427410803081771,0.495794245759039
JG16,10,2,5,1,1,I,Sev03,noCheck,0.520004076144714,0.603202651222491,0.586738686465749,0.680614797809485
JT34,11,2,4,1,1,I,Sev03,noCheck,0.445188539028542,0.516416657451694,0.519711255980527,0.602862358132752
JS1,13,2,2,1,1,I,Sev03,noCheck,0.421001050723308,0.488359529177064,0.589427510245902,0.683734160517007
NA,15,3,1,1,1,I,Sev03,HimboTop,0.637137309696821,0.739076655663923,0.692220404383332,0.802973017754039
JT14,16,3,2,1,1,I,Sev03,noCheck,0.522846583443015,0.606499952851481,0.561217798594848,0.651010206987515
JS9,17,3,3,1,1,I,Sev03,noCheck,0.556792323330391,0.645876942926725,0.603877762468251,0.700495341860973
JT20,22,4,7,1,1,I,Sev03,noCheck,0.510920800717008,0.592666531671333,0.543389547894514,0.630330400432008
JG42,23,4,6,1,1,I,Sev03,noCheck,0.487655279745381,0.565678484084943,0.522350946595083,0.605925728339693
JS29,24,4,5,1,1,I,Sev03,noCheck,0.414767177332603,0.481128762924024,0.441879580634683,0.51257898201149
NA,25,4,4,1,1,I,Sev03,Heritage,0.555074409472758,0.643884472753937,0.584173592731715,0.677639609578078
JT18,26,4,3,1,1,I,Sev03,noCheck,0.618428902578416,0.717375367365808,0.661111581166833,0.766887300705891
JS7,27,4,2,1,1,I,Sev03,noCheck,0.620395794170673,0.719656872350132,0.660262019368569,0.765901522461768
JS2,29,5,1,1,1,I,Sev03,noCheck,0.626625705337328,0.726883179629589,0.679247936042424,0.787925073458575
JG7,30,5,2,1,1,I,Sev03,noCheck,0.553231875493072,0.641746764941425,0.578696456524833,0.671285978978287
JG11,32,5,4,1,1,I,Sev03,noCheck,0.532960237294902,0.618232215681791,0.55832517348944,0.647655549972114
JT21,33,5,5,1,1,I,Sev03,noCheck,0.545909401292135,0.633252958814047,0.568031907188495,0.658915288241622
JG6,34,5,6,1,1,I,Sev03,noCheck,0.46537980425174,0.539839181902191,0.517766787392091,0.600608176858491
NA,35,5,7,1,1,I,Sev03,GoldenBliss,0.514674386620898,0.597020569496798,0.544562802922618,0.63169126192128
JT1,36,6,7,1,1,I,Sev03,noCheck,0.5203721456779,0.603629997433082,0.536022757725052,0.621784348178852
JT21,38,6,5,1,1,I,Sev03,noCheck,0.460762371278403,0.534482882639146,0.493643106353714,0.57262412511572
JT16,39,6,4,1,1,I,Sev03,noCheck,0.567378015405096,0.658156594217611,0.602730757426784,0.699165926065196
JS25,40,6,3,1,1,I,Sev03,noCheck,-0.2443335672923,-0.283425221528984,-0.2443335672923,-0.283425221528984
JS22,41,6,2,1,1,I,Sev03,noCheck,0.520889870241057,0.604230145617051,0.578942965302324,0.671571592423508
NA,42,6,1,1,1,I,Sev03,GoldenBliss,0.53362986378119,0.619008125445676,0.588029660299154,0.682112294747281
JS19,43,7,1,1,1,I,Sev03,noCheck,0.519588215856792,0.602719904575585,0.653881925914799,0.75850050198258
JG20,44,7,2,1,1,I,Sev03,noCheck,0.588485718760832,0.682641235115256,0.638561865985784,0.740730128813462
NA,45,7,3,1,1,I,Sev03,Jewel,0.6306517052461,0.731553710635894,0.702542837977925,0.814947041658502
JG39,46,7,4,1,1,I,Sev03,noCheck,0.513343318764259,0.595476522918802,0.543405772105324,0.63034779649168
JT28,47,7,5,1,1,I,Sev03,noCheck,0.458226722422642,0.531541565284423,0.493557119653492,0.572525018895465
JG32,48,7,6,1,1,I,Sev03,noCheck,0.46784641134552,0.54270021766375,0.488714780806293,0.566907795245374
JG9,49,7,7,1,1,I,Sev03,noCheck,0.397945448294904,0.46161549447869,0.437424425634825,0.507410595872403
JS12,50,8,7,2,1,I,Sev03,noCheck,0.460041903884136,0.533647017804149,0.496029016321681,0.575392219643
JG12,51,8,6,2,1,I,Sev03,noCheck,0.464070073354937,0.538319686135636,0.5156185622072,0.598116071804619
JS15,52,8,5,2,1,I,Sev03,noCheck,0.571680729356011,0.663147723283526,0.596817545071629,0.692306109340411
JG4,53,8,4,1,1,I,Sev03,noCheck,0.472146836761073,0.547688785792381,0.504115531890952,0.584772673909608
JG34,54,8,3,1,1,I,Sev03,noCheck,0.466394597640953,0.54101604865292,0.551886430975369,0.640186542343558
JT19,55,8,2,1,1,I,Sev03,noCheck,0.507800972746476,0.589046913328266,0.61993449998346,0.719122116849074
JG39,56,8,1,1,1,I,Sev03,noCheck,0.435233692153379,0.504868979714151,0.607612523829526,0.704826883831419
NA,58,9,2,2,1,I,Sev03,HimboTop,0.461269499431537,0.535070821880995,0.66997792558897,0.777171797495409
JS32,59,9,3,2,1,I,Sev03,noCheck,0.529771307377659,0.614532818804871,0.627069760255453,0.727397924866274
JT30,60,9,4,2,1,I,Sev03,noCheck,0.517361139978504,0.600137092258183,0.557138035717032,0.646278409447975
JT18,62,9,6,2,1,I,Sev03,noCheck,0.460460001324966,0.534132098758435,0.49861459789254,0.578391650329949
NA,63,9,7,2,1,I,Sev03,Heritage,0.470288591108096,0.545533055385361,0.548269938172826,0.635991410180216
JG41,64,10,7,2,1,I,Sev03,noCheck,0.471352332528035,0.546767243234633,0.49357285312914,0.572543176060033
JT37,65,10,6,2,1,I,Sev03,noCheck,0.458431802344271,0.531779406203206,0.490229898285254,0.568665465350709
NA,67,10,4,2,1,I,Sev03,Salmon,0.436097426777211,0.50587144140338,0.474314746442697,0.550203528612349
JG14,68,10,3,2,1,I,Sev03,noCheck,0.345521613773924,0.400803797477491,0.453272857292658,0.525794949686216
JT24,70,10,1,2,1,I,Sev03,noCheck,0.53484798289449,0.620421196078048,0.663091585435391,0.769182897464943
JS36,72,11,2,2,1,I,Sev03,noCheck,0.513187333703792,0.595295313914853,0.625038396795042,0.725041943441748
JS11,73,11,3,2,1,I,Sev03,noCheck,0.348559658890986,0.404327961970321,0.516983083589945,0.599698417608977
JT21,75,11,5,2,1,I,Sev03,noCheck,0.52565111924133,0.609753528528132,0.577293106727466,0.669658317242177
JG43,76,11,6,2,1,I,Sev03,noCheck,0.585338648488905,0.678990898343472,0.613360264404455,0.711496252450901
JT9,79,12,6,2,1,I,Sev03,noCheck,0.488911328042195,0.567135661473239,0.524275752947948,0.608158479719737
JT19,80,12,5,2,1,I,Sev03,noCheck,0.519732728154977,0.602888311053442,0.556338266671182,0.645350640835464
JG13,81,12,4,2,1,I,Sev03,noCheck,0.485678935175822,0.563385859069168,0.563395554445051,0.65353723623916
JG27,84,12,1,2,1,I,Sev03,noCheck,0.518893864077272,0.601914470789469,0.676784114345212,0.78506646168417
JS23,86,13,2,2,1,I,Sev03,noCheck,0.44433266311267,0.515423723136846,0.526416687176032,0.610640347069496
JG3,88,13,4,2,1,I,Sev03,noCheck,0.412776959454044,0.478820026321289,0.470566383516184,0.545854841953126
JG35,89,13,5,2,1,I,Sev03,noCheck,0.569550429983318,0.66067678560462,0.590706658797017,0.6852177633231
NA,90,13,6,2,1,I,Sev03,GoldenBliss,0.524349495362978,0.608243805382695,0.555112235212635,0.643928670354033
JG24,92,14,7,2,1,I,Sev03,noCheck,0.527706483180176,0.612137754875489,0.551059752821116,0.639227663261318
JG27,93,14,6,2,1,I,Sev03,noCheck,0.509792396933694,0.591357538186365,0.561533101045296,0.651376322146112
JG38,94,14,5,2,1,I,Sev03,noCheck,0.556105355505428,0.645080403162511,0.612184298931499,0.710132151954056
JG7,95,14,4,2,1,I,Sev03,noCheck,0.264222053607863,0.30649677667336,0.34300958716735,0.397888823515312
JS4,96,14,3,2,1,I,Sev03,noCheck,0.264763568079713,0.307124842934344,0.243048829665178,0.281934603473303
JS30,97,14,2,2,1,I,Sev03,noCheck,0.516363893131687,0.598980110564685,0.61472129024663,0.713075017776166
JT5,98,14,1,2,1,I,Sev03,noCheck,0.421433296394715,0.488860776461353,0.628582081602216,0.72915210758663
NA,99,15,1,2,1,I,Sev03,HimboTop,0.433802054023926,0.503208435331952,0.583353853730608,0.676687804234211
JT39,100,15,2,2,1,I,Sev03,noCheck,0.490195750416347,0.568625319797715,0.611766451517175,0.709646977826314
JG4,104,15,6,2,1,I,Sev03,noCheck,0.478732498123918,0.555328269059065,0.522447763017666,0.606038107797817
JG1,106,16,7,3,1,I,Sev03,noCheck,0.487848197901561,0.56590242352889,0.534765963852886,0.620327163173646
JS31,110,16,3,3,1,I,Sev03,noCheck,0.24815289408114,0.287856577610379,0.325944459378425,0.378094321972426
JG37,111,16,2,3,1,I,Sev03,noCheck,0.17617013616007,0.204356480776547,0.210934189017376,0.244682474141918
JS3,113,17,1,3,1,I,Sev03,noCheck,0.318978334666571,0.370013326614717,0.462929253826365,0.536995211696988
JS10,115,17,3,3,1,I,Sev03,noCheck,0.275148668496934,0.319171559048811,0.114091782112023,0.132346077728455
NA,118,17,6,3,1,I,Sev03,GoldenBliss,0.559384395006498,0.64888396909793,0.616684665273426,0.715352056315453
JT35,119,17,7,3,1,I,Sev03,noCheck,0.526674438419937,0.610940749578949,0.580044803537216,0.672850326624366
JG36,120,18,7,3,1,I,Sev03,noCheck,0.350100739349627,0.406115936627465,0.555630445093487,0.64453002914695
JT32,121,18,6,3,1,I,Sev03,noCheck,0.403467917541975,0.468021395905881,0.506705986911206,0.587777045238603
JS38,122,18,5,3,1,I,Sev03,noCheck,0.201155746240373,0.23333995273611,0.263196957046108,0.305307337202571
NA,123,18,4,3,1,I,Sev03,Heritage,0.357853264482329,0.415108464209746,0.527312013828868,0.611677706636428
JG19,125,18,2,3,1,I,Sev03,noCheck,0.289413956697728,0.335719137900457,0.358862200393932,0.416278448710721
JS5,129,19,3,3,1,I,Sev03,noCheck,0.223245163442484,0.25896368111349,-0.024794112493429,-0.028760968908576
JG20,131,19,5,3,1,I,Sev03,noCheck,0.357176166949412,0.414322935552127,0.497752672529065,0.577390513361009
JT11,132,19,6,3,1,I,Sev03,noCheck,0.279113924945067,0.323771351505381,0.476593923833975,0.552847437645015
NA,134,20,7,3,1,I,Sev03,GoldenBliss,0.270392257230363,0.313654306750413,0.458359377872559,0.531695314349923
JG8,137,20,4,3,1,I,Sev03,noCheck,0.433617902766722,0.502995100806089,0.588696315856261,0.682884985513048
JT26,138,20,3,3,1,I,Sev03,noCheck,0.186811520285338,0.216700758899819,-0.036726181967943,-0.042602071414487
JG17,139,20,2,3,1,I,Sev03,noCheck,0.412057694561856,0.477985468643553,0.595062326031708,0.690270627446139
JG15,142,21,2,3,1,I,Sev03,noCheck,0.324870740141164,0.37684866866738,0.388308387461169,0.450435468019866
JT6,147,21,7,3,1,I,Sev03,noCheck,0.163291603414175,0.189417967984564,-0.097534665222196,-0.113139598837841
JT12,148,22,7,3,1,I,Sev03,noCheck,0.349501642055082,0.405420818269533,0.449508031532354,0.521428129804144
JT36,149,22,6,3,1,I,Sev03,noCheck,0.38993010312322,0.452317598338407,0.570742952949806,0.662059605374895
JT17,151,22,4,3,1,I,Sev03,noCheck,0.403635287832365,0.468215422998599,0.555556602763064,0.644443098628093
JG25,153,22,2,3,1,I,Sev03,noCheck,0.30982833494945,0.3593991445602,0.314377574600623,0.364676032413504
JG19,156,23,2,3,1,I,Sev03,noCheck,0.03828153804592,0.044406462297445,-0.044927903745917,-0.05211598112673
NA,157,23,3,3,1,I,Sev03,GoldenBliss,0.404612837220972,0.469349221611856,0.60785404825311,0.705106211813113
JG31,158,23,4,3,1,I,Sev03,noCheck,0.335814214519338,0.389543224890407,0.432370662953135,0.501546365306088
JT22,159,23,5,3,1,I,Sev03,noCheck,0.229617420439426,0.266355303195419,0.197358646542438,0.228934208407296
NA,2,1,2,1,1,I,Sev05,Salmon,0.712354474880751,0.82632831773152,0.734812245054779,0.852379667279888
JG24,3,1,3,1,1,I,Sev05,noCheck,0.688595416648598,0.79876805067889,0.723118297789009,0.838814956470848
JG18,4,1,4,1,1,I,Sev05,noCheck,0.491218474334763,0.569811171353901,0.546493998829884,0.63393077910788
JG16,10,2,5,1,1,I,Sev05,noCheck,0.565326895498516,0.655777050665939,0.596690602971086,0.692158731056635
JT34,11,2,4,1,1,I,Sev05,noCheck,0.61558317518822,0.714073931204677,0.646178222149374,0.749563461450204
JS1,13,2,2,1,1,I,Sev05,noCheck,0.642097373383092,0.744830593302998,0.669692635511836,0.776839829114316
NA,15,3,1,1,1,I,Sev05,HimboTop,0.707187745351417,0.820335391938117,0.722956399383925,0.838626871892539
JT14,16,3,2,1,1,I,Sev05,noCheck,0.543680633715692,0.630667640083379,0.570873086625823,0.662210770779702
JS9,17,3,3,1,1,I,Sev05,noCheck,0.584903842906587,0.678486466996265,0.620593046650245,0.719885768352238
JT20,22,4,7,1,1,I,Sev05,noCheck,0.541317959666786,0.627927035484105,0.562399428157218,0.65238182362735
JG42,23,4,6,1,1,I,Sev05,noCheck,0.566116801164776,0.656693443114943,0.58554892083931,0.679234935490715
JS29,24,4,5,1,1,I,Sev05,noCheck,0.500539132649653,0.580623892614818,0.518761906036986,0.601762462060961
NA,25,4,4,1,1,I,Sev05,Heritage,0.614216367362327,0.712488994120454,0.646922806945104,0.750427977197672
JT18,26,4,3,1,1,I,Sev05,noCheck,0.665434720661829,0.771901973280742,0.686127445097804,0.79590592606282
JS7,27,4,2,1,1,I,Sev05,noCheck,0.705676614182912,0.818582655145107,0.72475056141448,0.840708739398529
JS2,29,5,1,1,1,I,Sev05,noCheck,0.692729516525978,0.803563827679502,0.708879763324061,0.822297620708718
JG7,30,5,2,1,1,I,Sev05,noCheck,0.58740213167967,0.681384403577803,0.616065377196063,0.714633757489697
JG11,32,5,4,1,1,I,Sev05,noCheck,0.598476741887536,0.694231032660242,0.615233652834267,0.713669413420374
JT21,33,5,5,1,1,I,Sev05,noCheck,0.604399003010694,0.701100618980691,0.613662239089184,0.711846232613469
JG6,34,5,6,1,1,I,Sev05,noCheck,0.537156039461819,0.623099330035176,0.563515381726698,0.653675675672864
NA,35,5,7,1,1,I,Sev05,GoldenBliss,0.57814220053453,0.670642873638775,0.594475958941113,0.689590249621152
JT1,36,6,7,1,1,I,Sev05,noCheck,0.579687739496716,0.672435624675991,0.586691593057567,0.680560089993475
JT21,38,6,5,1,1,I,Sev05,noCheck,0.543022528571607,0.629904195083533,0.563895362575412,0.654116550064386
JT16,39,6,4,1,1,I,Sev05,noCheck,0.636678620789279,0.738545063432049,0.654130223710263,0.758788920726136
JS25,40,6,3,1,1,I,Sev05,noCheck,NA,NA,NA,NA
JS22,41,6,2,1,1,I,Sev05,noCheck,0.608112276785879,0.705407992999265,0.630194491648152,0.731023456164668
NA,42,6,1,1,1,I,Sev05,GoldenBliss,0.59660575212092,0.69206044940744,0.619919235298496,0.719103672759677
JS19,43,7,1,1,1,I,Sev05,noCheck,0.633340239048592,0.734672249151422,0.670238215573301,0.777474234376537
JG20,44,7,2,1,1,I,Sev05,noCheck,0.636977773055415,0.738892048237725,0.658186145330391,0.763493934048184
NA,45,7,3,1,1,I,Sev05,Jewel,0.70023202558594,0.812266738139141,0.709422383480033,0.822927015872191
JG39,46,7,4,1,1,I,Sev05,noCheck,0.583725338076156,0.677119272430656,0.595936862141063,0.691284957281876
JT28,47,7,5,1,1,I,Sev05,noCheck,0.544777497641893,0.631939987861739,0.566452223346807,0.657082887535702
JG32,48,7,6,1,1,I,Sev05,noCheck,0.547206138837967,0.634757060773979,0.563595613543584,0.653769237123542
JG9,49,7,7,1,1,I,Sev05,noCheck,0.466614281945066,0.541270979592766,0.505163897620117,0.585988669492171
JS12,50,8,7,2,1,I,Sev05,noCheck,0.532334852196903,0.617506471616738,0.56009919019634,0.649713361839954
JG12,51,8,6,2,1,I,Sev05,noCheck,0.547591293249499,0.635203909866709,0.572911371648766,0.664575447535105
